,ID,Season,Age,Height,Weight,timeOnIce,assists,goals,pim,shots,games,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,penaltyMinutes,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,plusMinus,points,shifts,timeOnIcePerGame,evenTimeOnIcePerGame,shortHandedTimeOnIcePerGame,powerPlayTimeOnIcePerGame,ot,shutouts,wins,losses,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShots,evenShots,powerPlayShots,savePercentage,goalAgainstAverage,gamesStarted,shotsAgainst,goalsAgainst,powerPlaySavePercentage,shortHandedSavePercentage,evenStrengthSavePercentage,ties
163,8479447,20182019,25.33659144267165,"5' 10""",179,09:30,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,00:00,09:30,0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,-3.0,0.0,16.0,09:30,09:30,00:00,00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,8479553,20182019,24.049775149387052,"6' 2""",206,51:26,0.0,0.0,5.0,8.0,7.0,10.0,0.0,0.0,00:27,50:59,5,0.0,0.0,0.0,0.0,0.0,0.0,00:00,1.0,-2.0,0.0,79.0,07:20,07:17,00:00,00:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,8480955,20182019,28.961580319924433,"6' 0""",202,475:20,8.0,0.0,12.0,14.0,32.0,49.0,0.0,0.0,00:18,448:54,12,0.0,0.0,0.0,0.0,0.0,0.0,26:08,21.0,-3.0,8.0,628.0,14:51,14:01,00:49,00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,8481442,20182019,22.6561804828299,"6' 2""",197,12:40,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,00:00,12:40,0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,1.0,1.0,0.0,18.0,12:40,12:40,00:00,00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,8466141,20182019,39.82833323066182,"6' 3""",215,2346:38,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54:34,0,0,0,5.0,1.0,18.0,16.0,1083.0,96.0,33.0,954.0,42.0,1053.0,110.0,0.898755,3.119362,40.0,1205.0,122.0,87.27272727272727,78.57142857142857,90.5982905982906,0.0
168,8473503,20182019,30.88085313182338,"6' 3""",205,1805:11,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50:08,0,0,0,5.0,0.0,13.0,12.0,836.0,93.0,30.0,713.0,33.0,785.0,111.0,0.899892,3.091099,29.0,929.0,93.0,83.78378378378379,90.9090909090909,90.828025477707,0.0
169,8474636,20182019,28.91777380781262,"6' 3""",201,496:10,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,55:07,0,0,0,2.0,1.0,3.0,4.0,212.0,26.0,5.0,181.0,6.0,201.0,32.0,0.887029,3.265032,8.0,239.0,27.0,81.25,83.33333333333334,90.04975124378109,0.0
170,8478470,20182019,22.25370815280259,"6' 3""",214,591:24,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53:45,0,0,0,2.0,0.0,4.0,3.0,252.0,22.0,11.0,219.0,11.0,244.0,27.0,0.893617,3.043625,10.0,282.0,30.0,81.48148148148148,100.0,89.75409836065575,0.0
171,8470619,20192020,35.11913317864159,"6' 6""",245,482:38,9.0,6.0,17.0,56.0,39.0,65.0,1.0,1.0,34:35,427:58,17,52.39,10.7,1.0,0.0,0.0,0.0,20:05,34.0,-5.0,15.0,641.0,12:22,10:58,00:30,00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,8471735,20192020,33.39425176423883,"6' 1""",192,1359:04,40.0,5.0,20.0,129.0,69.0,18.0,2.0,21.0,255:42,1099:31,20,0.0,3.9,0.0,0.0,0.0,0.0,03:51,51.0,0.0,45.0,1506.0,19:41,15:56,00:03,03:42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,8471873,20192020,33.50103013751138,"5' 11""",193,1453:31,14.0,5.0,14.0,89.0,69.0,68.0,0.0,0.0,05:55,1275:40,14,0.0,5.6,3.0,0.0,0.0,1.0,171:56,96.0,-6.0,19.0,1785.0,21:03,18:29,02:29,00:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,8474098,20192020,30.78228847957179,"6' 0""",190,913:58,10.0,6.0,6.0,114.0,69.0,91.0,0.0,0.0,01:23,740:03,6,43.91,5.3,0.0,0.0,0.0,0.0,172:32,72.0,2.0,16.0,1267.0,13:14,10:43,02:30,00:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,8474149,20192020,30.889066852844344,"5' 11""",189,1180:16,22.0,25.0,10.0,167.0,69.0,29.0,11.0,17.0,230:33,948:59,10,0.0,15.0,2.0,0.0,0.0,0.0,00:44,24.0,-7.0,47.0,1399.0,17:06,13:45,00:00,03:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,8474884,20192020,30.185424752048295,"6' 0""",190,1161:48,30.0,29.0,28.0,214.0,69.0,33.0,11.0,21.0,252:23,907:47,28,46.66,13.6,3.0,0.0,0.0,0.0,01:38,22.0,-5.0,59.0,1357.0,16:50,13:09,00:01,03:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,8475287,20192020,28.86027776066586,"5' 11""",191,759:52,12.0,12.0,22.0,92.0,48.0,27.0,4.0,8.0,110:23,612:35,22,54.11,13.0,2.0,0.0,0.0,0.0,36:54,15.0,1.0,24.0,973.0,15:49,12:45,00:46,02:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,8475792,20192020,27.748687515828525,"6' 3""",198,1000:06,14.0,19.0,26.0,117.0,69.0,56.0,4.0,6.0,90:06,909:23,26,35.29,16.2,3.0,0.0,0.0,0.0,00:37,17.0,-3.0,33.0,1263.0,14:29,13:10,00:00,01:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,8475796,20192020,28.05533310061124,"6' 1""",205,739:35,9.0,9.0,20.0,64.0,58.0,47.0,0.0,0.0,00:35,703:35,20,50.0,14.1,1.0,0.0,0.0,0.0,35:25,38.0,4.0,18.0,997.0,12:45,12:07,00:36,00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,8476389,20192020,26.557697967788524,"5' 11""",184,1036:59,27.0,11.0,49.0,141.0,62.0,101.0,1.0,7.0,122:21,882:29,49,52.16,7.8,2.0,1.0,1.0,1.0,32:09,37.0,-8.0,38.0,1286.0,16:43,14:14,00:31,01:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,8476456,20192020,26.659000527047098,"6' 1""",200,1295:13,55.0,23.0,30.0,152.0,69.0,51.0,5.0,29.0,246:26,1047:09,30,39.34,15.1,3.0,1.0,0.0,0.0,01:38,26.0,5.0,78.0,1490.0,18:46,15:10,00:01,03:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,8476875,20192020,25.92524144917418,"6' 2""",193,1064:06,12.0,8.0,14.0,104.0,59.0,44.0,1.0,2.0,12:24,980:02,14,0.0,7.7,1.0,0.0,0.0,0.0,71:40,53.0,-1.0,20.0,1268.0,18:02,16:36,01:12,00:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,8476952,20192020,25.897862379104293,"6' 2""",191,512:32,7.0,4.0,37.0,38.0,46.0,57.0,0.0,0.0,04:50,487:41,37,47.05,10.5,0.0,0.0,0.0,0.0,20:01,28.0,4.0,11.0,711.0,11:08,10:36,00:26,00:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,8477346,20192020,26.064874706530592,"6' 0""",206,905:15,11.0,7.0,33.0,77.0,45.0,76.0,0.0,0.0,09:18,815:15,33,0.0,9.1,1.0,0.0,0.0,0.0,80:42,71.0,6.0,18.0,1133.0,20:07,18:07,01:47,00:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,8477384,20192020,26.026544008432754,"6' 5""",220,751:24,5.0,3.0,39.0,48.0,56.0,77.0,0.0,0.0,00:12,727:22,39,0.0,6.3,1.0,0.0,0.0,0.0,23:50,53.0,1.0,8.0,964.0,13:25,12:59,00:25,00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,8477493,20192020,24.413916781316523,"6' 3""",215,1321:00,42.0,20.0,18.0,172.0,66.0,21.0,7.0,20.0,223:45,1023:46,18,54.28,11.6,2.0,0.0,0.0,1.0,73:29,35.0,2.0,62.0,1529.0,20:00,15:30,01:06,03:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,8477932,20192020,23.98132747421234,"6' 4""",215,1539:25,36.0,5.0,26.0,147.0,67.0,34.0,0.0,6.0,96:47,1306:29,26,0.0,3.4,1.0,1.0,0.0,1.0,136:09,84.0,12.0,41.0,1838.0,22:58,19:29,02:01,01:26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,8477963,20192020,24.082630033470913,"5' 11""",196,288:26,7.0,3.0,16.0,26.0,26.0,65.0,0.0,0.0,03:49,284:13,16,33.33,11.5,0.0,0.0,0.0,0.0,00:24,9.0,1.0,10.0,409.0,11:05,10:55,00:00,00:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,8478027,20192020,24.405703060295558,"6' 0""",178,856:28,13.0,12.0,18.0,84.0,67.0,57.0,3.0,6.0,70:17,713:06,18,50.33,14.3,0.0,0.0,0.0,1.0,73:05,26.0,0.0,25.0,1222.0,12:46,10:38,01:05,01:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,8478211,20192020,24.186670499736476,"6' 0""",193,220:21,4.0,0.0,24.0,33.0,21.0,37.0,0.0,0.0,01:36,218:45,24,0.0,0.0,0.0,0.0,0.0,0.0,00:00,7.0,0.0,4.0,308.0,10:29,10:25,00:00,00:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,8478366,20192020,25.88417284406935,"5' 11""",197,1036:10,18.0,16.0,30.0,162.0,69.0,102.0,2.0,2.0,100:27,849:07,30,30.0,9.9,4.0,0.0,2.0,2.0,86:36,43.0,-8.0,34.0,1361.0,15:01,12:18,01:15,01:27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,8478569,20192020,28.167587287897767,"5' 10""",209,1053:47,7.0,20.0,21.0,108.0,66.0,121.0,0.0,0.0,05:27,880:50,21,47.98,18.5,5.0,0.0,1.0,1.0,167:30,103.0,2.0,27.0,1429.0,15:57,13:20,02:32,00:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,8478839,20192020,23.064128626871188,"5' 10""",200,110:14,2.0,2.0,0.0,15.0,9.0,1.0,0.0,1.0,02:49,107:25,0,35.29,13.3,0.0,0.0,0.0,0.0,00:00,3.0,2.0,4.0,134.0,12:14,11:56,00:00,00:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,8478843,20192020,23.034011649794316,"5' 9""",182,527:35,8.0,4.0,14.0,50.0,44.0,35.0,1.0,1.0,39:24,479:29,14,39.87,8.0,0.0,0.0,0.0,1.0,08:42,16.0,-9.0,12.0,725.0,11:59,10:53,00:11,00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,8479388,20192020,21.897780241894083,"6' 1""",196,650:02,5.0,0.0,14.0,39.0,34.0,59.0,0.0,0.0,01:30,567:50,14,0.0,0.0,0.0,0.0,0.0,0.0,80:42,57.0,-3.0,5.0,837.0,19:07,16:42,02:22,00:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,8479404,20192020,22.486430248396612,"6' 3""",199,49:32,0.0,0.0,2.0,3.0,4.0,1.0,0.0,0.0,06:03,42:44,2,48.14,0.0,0.0,0.0,0.0,0.0,00:45,0.0,-2.0,0.0,69.0,12:23,10:41,00:11,01:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,8475683,20192020,31.362724765053354,"6' 2""",182,2805:59,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,56:07,0,0,0,6.0,1.0,23.0,19.0,1354.0,190.0,48.0,1116.0,51.0,1236.0,218.0,0.9,3.2288,49.0,1505.0,151.0,87.1559633027523,94.11764705882352,90.29126213592234,0.0
198,8476904,20192020,25.706208888615098,"6' 4""",208,642:40,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53:33,0,0,0,1.0,1.0,7.0,2.0,332.0,37.0,8.0,287.0,9.0,304.0,41.0,0.938,2.0539,11.0,354.0,22.0,90.2439024390244,88.88888888888889,94.4078947368421,0.0
199,8478470,20192020,23.253044210353394,"6' 3""",214,700:45,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50:03,0,0,0,1.0,0.0,5.0,5.0,317.0,38.0,10.0,269.0,10.0,300.0,46.0,0.89,3.3393,9.0,356.0,39.0,82.6086956521739,100.0,89.66666666666666,0.0
200,8471735,20202021,34.39632572879662,"6' 1""",192,965:32,24.0,3.0,38.0,113.0,56.0,18.0,1.0,18.0,249:10,714:14,38,0.0,2.7,1.0,0.0,0.0,0.0,02:08,27.0,-8.0,27.0,1153.0,17:14,12:45,00:02,04:26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,8471873,20202021,34.50310410206917,"5' 11""",193,720:05,6.0,3.0,8.0,38.0,38.0,37.0,0.0,0.0,27:15,630:32,8,0.0,7.9,0.0,0.0,0.0,0.0,62:18,30.0,-1.0,9.0,950.0,18:56,16:35,01:38,00:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,8471887,20202021,34.084204329999935,"5' 11""",189,738:28,18.0,14.0,39.0,145.0,44.0,80.0,8.0,12.0,180:27,557:39,39,14.28,9.7,2.0,0.0,0.0,0.0,00:22,23.0,-3.0,32.0,871.0,16:47,12:40,00:00,04:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,8475246,20202021,30.938349178970135,"6' 2""",205,99:30,1.0,0.0,7.0,5.0,7.0,12.0,0.0,0.0,00:16,96:27,7,0.0,0.0,0.0,0.0,0.0,0.0,02:47,3.0,4.0,1.0,135.0,14:12,13:46,00:23,00:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,8475462,20202021,30.65908266425731,"6' 0""",208,948:45,9.0,2.0,40.0,84.0,54.0,250.0,0.0,0.0,02:46,839:42,40,0.0,2.4,1.0,0.0,0.0,0.0,106:17,72.0,6.0,11.0,1283.0,17:34,15:33,01:58,00:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,8475792,20202021,28.75076148038632,"6' 3""",198,376:29,3.0,3.0,4.0,26.0,31.0,44.0,0.0,1.0,25:50,350:25,4,30.76,11.5,0.0,0.0,0.0,0.0,00:14,8.0,3.0,6.0,493.0,12:08,11:18,00:00,00:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,8476456,20202021,27.661074491604893,"6' 1""",200,1012:34,41.0,20.0,36.0,122.0,55.0,51.0,5.0,24.0,237:16,774:12,36,43.59,16.4,1.0,1.0,0.0,0.0,01:06,11.0,12.0,61.0,1166.0,18:24,14:04,00:01,04:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,8476994,20202021,26.831488668487374,"5' 10""",183,319:08,8.0,4.0,8.0,33.0,26.0,37.0,0.0,0.0,06:50,304:11,8,15.0,12.1,0.0,0.0,0.0,0.0,08:07,3.0,0.0,12.0,407.0,12:16,11:41,00:18,00:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,8477038,20202021,28.56732171091809,"5' 9""",163,444:55,6.0,4.0,2.0,72.0,31.0,4.0,0.0,2.0,80:43,364:12,2,0.0,5.6,0.0,0.0,0.0,0.0,00:00,1.0,-12.0,10.0,554.0,14:21,11:44,00:00,02:36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,8477346,20202021,27.066948671088387,"6' 0""",206,1194:16,30.0,6.0,45.0,101.0,54.0,118.0,0.0,3.0,22:49,1027:35,45,0.0,5.9,1.0,0.0,0.0,2.0,143:52,83.0,29.0,36.0,1513.0,22:06,19:01,02:39,00:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,8477407,20202021,25.435156094923236,"5' 11""",197,674:26,22.0,10.0,18.0,104.0,43.0,32.0,1.0,2.0,57:02,592:31,18,0.0,9.6,1.0,0.0,0.0,1.0,24:53,9.0,27.0,32.0,900.0,15:41,13:46,00:34,01:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,8477409,20202021,25.468010979007097,"6' 2""",180,762:32,18.0,18.0,31.0,107.0,43.0,33.0,1.0,2.0,58:53,693:10,31,46.93,16.8,3.0,0.0,1.0,1.0,10:29,14.0,24.0,36.0,932.0,17:44,16:07,00:14,01:22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,8477493,20202021,25.415990745874318,"6' 3""",215,1046:52,32.0,26.0,14.0,176.0,50.0,31.0,7.0,19.0,199:33,776:04,14,54.87,14.8,6.0,2.0,1.0,1.0,71:15,37.0,12.0,58.0,1208.0,20:56,15:31,01:25,03:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,8477505,20202021,26.360568663285353,"6' 2""",190,1017:21,12.0,17.0,8.0,82.0,56.0,29.0,3.0,6.0,107:47,766:55,8,49.23,20.7,2.0,1.0,1.0,1.0,142:39,36.0,6.0,29.0,1290.0,18:10,13:41,02:32,01:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,8477932,20202021,24.983401438770134,"6' 4""",215,878:11,11.0,11.0,33.0,101.0,35.0,24.0,6.0,11.0,135:50,654:16,33,0.0,10.9,3.0,1.0,0.0,0.0,88:05,27.0,5.0,22.0,1018.0,25:05,18:41,02:31,03:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,8477935,20202021,24.61652189983367,"6' 1""",195,692:14,17.0,10.0,52.0,106.0,48.0,108.0,1.0,3.0,58:27,587:56,52,47.51,9.4,4.0,1.0,0.0,0.0,45:51,18.0,-2.0,27.0,938.0,14:25,12:14,00:57,01:13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,8477986,20202021,26.809585412431467,"6' 0""",194,1024:18,11.0,7.0,40.0,94.0,50.0,54.0,0.0,1.0,26:14,911:01,40,0.0,7.4,0.0,0.0,2.0,2.0,87:03,62.0,-5.0,18.0,1190.0,20:29,18:13,01:44,00:31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,8477996,20202021,25.00804260183303,"6' 2""",191,476:34,1.0,4.0,10.0,43.0,44.0,50.0,0.0,0.0,03:30,430:14,10,44.92,9.3,0.0,0.0,1.0,1.0,42:50,16.0,-8.0,5.0,713.0,10:49,09:46,00:58,00:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
